,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
524,7.2,tt0102685,Point Break,1991,Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,Kathryn Bigelow,Action,Crime,An FBI agent goes undercover to catch a gang of surfers who may be bank robbers.,1991-07-12,122,100% Pure Adrenaline.,Rick King
525,7.4,tt0098258,Say Anything...,1989,John Cusack,Ione Skye,John Mahoney,Lili Taylor,Cameron Crowe,Comedy,Drama,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,1989-04-14,100,To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.,Cameron Crowe
526,8.9,tt0167260,The Lord of the Rings: The Return of the King,2003,Elijah Wood,Viggo Mortensen,Ian McKellen,Orlando Bloom,Peter Jackson,Adventure,Drama,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,2003-12-17,201,The eye of the enemy is moving.,J.R.R. Tolkien
527,7.1,tt2125666,The Queen of Versailles,2012,Alyse Barker,Lorraine Barrett,June Downs,Phillip Froehlich,Lauren Greenfield,Documentary,,"A documentary that follows a billionaire couple as they begin construction on a mansion inspired by Versailles. During the next two years, their empire, fueled by the real estate bubble and cheap money, falters due to the economic crisis.",2014-08-16,100,,
528,7.7,tt0098253,Santa Sangre,1989,Axel Jodorowsky,Blanca Guerra,Guy Stockwell,Thelma Tixou,Alejandro Jodorowsky,Drama,Fantasy,A young man is confined in a mental hospital. Through a flashback we see that he was traumatized as a child...,1990-06-27,123,Forget Everything You Have Ever Seen,Alejandro Jodorowsky
529,8.1,tt0276919,Dogville,2003,Nicole Kidman,Paul Bettany,Lauren Bacall,Harriet Andersson,Lars von Trier,Crime,Drama,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits town, she finds out that their support has a price. Yet her dangerous secret is never far away...",2004-04-23,178,A quiet little town not far from here.,Lars von Trier
530,7.7,tt0421082,Control,2007,Sam Riley,Samantha Morton,Craig Parkinson,Alexandra Maria Lara,Anton Corbijn,Biography,Drama,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",2007-09-12,122,,Deborah Curtis
531,7.0,tt0118564,Affliction,1997,Nick Nolte,Sissy Spacek,James Coburn,Brigid Tierney,Paul Schrader,Drama,Mystery,A deeply troubled small town cop investigates a suspicious hunting death while events occur that cause him to mentally disintergrate.,1999-02-19,114,Wade Whitehouse is frightened to death of following in his father's footsteps.,Russell Banks
532,7.4,tt0983193,The Adventures of Tintin,2011,Jamie Bell,Andy Serkis,Daniel Craig,Simon Pegg,Steven Spielberg,Animation,Action,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,2011-12-21,107,"This year, discover how far adventure will take you.",Hergé
533,9.3,tt0111161,The Shawshank Redemption,1994,Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Frank Darabont,Crime,Drama,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",1994-10-14,142,Fear can hold you prisoner. Hope can set you free.,Stephen King
534,7.0,tt0411477,Hellboy II: The Golden Army,2008,Ron Perlman,Selma Blair,Doug Jones,John Alexander,Guillermo del Toro,Action,Adventure,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",2008-07-11,120,Saving the world is a hell of a job,Guillermo del Toro
535,7.1,tt0070909,Westworld,1973,Yul Brynner,Richard Benjamin,James Brolin,Norman Bartold,Michael Crichton,Action,Sci-Fi,"In 1983, a robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",1973-12-08,88,Westworld ...where robot men and women are programmed to serve you for ...Romance ...Violence ...Anything,Michael Crichton
536,7.6,tt3040964,The Jungle Book,2016,Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba,Jon Favreau,Adventure,Drama,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",2016-04-15,106,The legend will never be the same.,Justin Marks
537,8.0,tt0067185,Harold and Maude,1971,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,Hal Ashby,Comedy,Drama,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",1971-12-20,91,They will defy everything you've ever seen or heard about screen lovers! [Video],Colin Higgins
538,7.3,tt1232776,Fish Tank,2009,Katie Jarvis,Michael Fassbender,Kierston Wareing,Rebecca Griffiths,Andrea Arnold,Drama,nan,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.,2009-09-11,123,"Live, love and give as good as you get.",Andrea Arnold
539,8.0,tt0109508,Crumb,1994,Robert Crumb,Aline Kominsky,Charles Crumb,Maxon Crumb,Terry Zwigoff,Documentary,Biography,An intimate portrait of the controversial cartoonist and his traumatized family.,1995-04-28,119,Weird sex · Obsession · Comic books,nan
540,7.6,tt1951264,The Hunger Games: Catching Fire,2013,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman,Francis Lawrence,Action,Adventure,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,2013-11-22,146,Every revolution begins with a spark.,Simon Beaufoy
541,7.8,tt0095647,Mississippi Burning,1988,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,Alan Parker,Crime,Drama,Two FBI agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,1989-01-27,128,1964. When America was at war with itself.,Chris Gerolmo
542,7.5,tt0087800,A Nightmare on Elm Street,1984,Heather Langenkamp,Johnny Depp,Robert Englund,John Saxon,Wes Craven,Horror,nan,"Several people are hunted by a cruel serial killer who kills his victims in their dreams. While the survivors are trying to find the reason for being chosen, the murderer won't lose any chance to kill them as soon as they fall asleep.",1984-11-16,91,"She is the only one who can stop it... if she fails, no one survives.",Wes Craven
543,7.9,tt0064665,Midnight Cowboy,1969,Dustin Hoffman,Jon Voight,Sylvia Miles,John McGiver,John Schlesinger,Drama,nan,"A naive hustler travels from Texas to New York to seek personal fortune but, in the process, finds himself a new friend.",1969-06-16,113,Whatever you hear about Midnight Cowboy is true.,Waldo Salt
544,8.1,tt0075148,Rocky,1976,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,John G. Avildsen,Drama,Sport,"Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight heavy-weight champion Apollo Creed in a bout in which he strives to go the distance for his self-respect.",1976-12-03,120,You have a ringside seat for the bloodiest bicentennial in history!,Sylvester Stallone
545,7.3,tt0122690,Ronin,1998,Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgård,John Frankenheimer,Action,Adventure,A freelancing former U.S. intelligence agent tries to track down a mysterious package that is wanted by both the Irish and the Russians.,1998-09-25,122,Your ally could become your enemy,J.D. Zeik
546,6.8,tt0280609,Dog Soldiers,2002,Sean Pertwee,Kevin McKidd,Emma Cleasby,Liam Cunningham,Neil Marshall,Action,Fantasy,A routine military exercise turns into a nightmare in the Scotland wilderness.,2002-05-10,105,A Bitch of a Werewolf Movie,Neil Marshall
547,7.3,tt0094737,Big,1988,Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,Penny Marshall,Comedy,Drama,"When a pre-teen boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body.",1988-06-03,104,You're only young once!,Gary Ross
548,7.5,tt0074860,Marathon Man,1976,Dustin Hoffman,Laurence Olivier,Roy Scheider,William Devane,John Schlesinger,Crime,Thriller,"A graduate history student is unwittingly caught in the middle of an international conspiracy involving stolen diamonds, an exiled Nazi war criminal, and a rogue government agent.",1976-10-08,125,A thriller.,William Goldman
549,8.9,tt0108052,Schindler's List,1993,Liam Neeson,Ralph Fiennes,Ben Kingsley,Caroline Goodall,Steven Spielberg,Biography,Drama,"In German-occupied Poland during World War II, Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazi Germans.",1994-02-04,195,"Whoever saves one life, saves the world entire.",Thomas Keneally
550,8.3,tt0093058,Full Metal Jacket,1987,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin,Stanley Kubrick,Drama,War,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987-07-10,116,An Epic Story of the Vietnam War [Australia Theatrical],Gustav Hasford
551,8.3,tt0056592,To Kill a Mockingbird,1962,Gregory Peck,John Megna,Frank Overton,Rosemary Murphy,Robert Mulligan,Crime,Drama,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",1963-03-16,129,The most beloved and widely read Pulitzer Prize Winner now comes vividly alive on the screen!,Harper Lee
552,8.5,tt1313104,The Cove,2009,Richard O'Barry,Louie Psihoyos,Hardy Jones,Michael Illiff,Louie Psihoyos,Documentary,Crime,"Using state-of-the-art equipment, a group of activists, led by renowned dolphin trainer Ric O'Barry, infiltrate a cove near Taijii, Japan to expose both a shocking instance of animal abuse and a serious threat to human health.",2009-08-07,92,Shallow Water. Deep Secret.,Mark Monroe
553,7.9,tt0358273,Walk the Line,2005,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,James Mangold,Biography,Drama,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",2005-11-18,136,Love is a burning thing.,Johnny Cash
554,7.4,tt0162661,Sleepy Hollow,1999,Johnny Depp,Christina Ricci,Miranda Richardson,Michael Gambon,Tim Burton,Fantasy,History,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the Headless Horseman.",1999-11-19,105,Who will it come for next?!,Washington Irving
555,7.8,tt0388888,Dig!,2004,Anton Newcombe,Courtney Taylor-Taylor,Joel Gion,Matt Hollywood,Ondi Timoner,Documentary,Music,"A documentary on the once-promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols, and the friendship/rivalry between their respective founders, Anton Newcombe and Courtney Taylor.",2005-04-13,107,,Ondi Timoner
556,8.1,tt0245712,Amores Perros,2000,Emilio Echevarría,Gael García Bernal,Goya Toledo,Álvaro Guerrero,Alejandro G. Iñárritu,Drama,Thriller,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",2001-04-13,154,Love. Betrayal. Death.,Guillermo Arriaga
557,6.8,tt1012804,Redbelt,2008,Chiwetel Ejiofor,Tim Allen,Emily Mortimer,Max Martini,David Mamet,Drama,Sport,"A fateful event leads to a job in the film business for top mixed-martial arts instructor Mike Terry. Though he refuses to participate in prize bouts, circumstances conspire to force him to consider entering such a competition.",2008-05-09,99,There's always a way out. You just have to find it.,David Mamet
558,6.4,tt0285823,Once Upon a Time in Mexico,2003,Antonio Banderas,Salma Hayek,Johnny Depp,Willem Dafoe,Robert Rodriguez,Action,Thriller,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",2003-09-12,102,The Time Has Come.,Robert Rodriguez
559,7.8,tt0335266,Lost in Translation,2003,Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,Sofia Coppola,Drama,nan,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,2003-10-03,101,Everyone wants to be found.,Sofia Coppola
560,7.7,tt0315733,21 Grams,2003,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,Alejandro G. Iñárritu,Drama,nan,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",2004-01-16,124,Difference between dead and life,Guillermo Arriaga
561,7.0,tt1637725,Ted,2012,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale,Seth MacFarlane,Comedy,Fantasy,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",2012-06-29,112,Ted is coming.,Seth MacFarlane
562,8.1,tt0107290,Jurassic Park,1993,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Steven Spielberg,Adventure,Sci-Fi,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",1993-06-11,127,Life finds a way.,Michael Crichton
563,8.1,tt1130884,Shutter Island,2010,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,Ben Kingsley,Martin Scorsese,Mystery,Thriller,"In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.",2010-02-19,138,Someone is missing.,Laeta Kalogridis
564,6.8,tt1478338,Bridesmaids,2011,Kristen Wiig,Maya Rudolph,Rose Byrne,Terry Crews,Paul Feig,Comedy,Romance,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",2011-05-13,125,,Kristen Wiig
565,7.7,tt0307901,25th Hour,2002,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,Spike Lee,Drama,nan,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",2003-01-10,135,This life was so close to never happening,David Benioff
566,7.3,tt0316654,Spider-Man 2,2004,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco,Sam Raimi,Action,Adventure,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,2004-06-30,135,Sacrifice,Stan Lee
567,8.2,tt0095016,Die Hard,1988,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,John McTiernan,Action,Thriller,"John McClane, officer of the NYPD, tries to save his wife Holly Gennaro and several others that were taken hostage by German terrorist Hans Gruber during a Christmas party at the Nakatomi Plaza in Los Angeles.",1988-07-20,131,It will blow you through the back wall of the theater!,Roderick Thorp
568,6.5,tt1464580,Stake Land,2010,Connor Paolo,Nick Damici,Kelly McGillis,Gregory Jones,Jim Mickle,Drama,Horror,Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster...,2011-06-17,98,The Most Dangerous Thing Is To Be Alive.,Nick Damici
569,8.0,tt1587707,Exit Through the Gift Shop,2010,Banksy,Space Invader,Mr. Brainwash,Debora Guetta,Banksy,Documentary,Comedy,The story of how an eccentric French shop-keeper and amateur film-maker attempted to locate and befriend Banksy...,2010-05-14,87,The incredible true story of how the world's greatest Street Art movie was never made...,nan
570,7.9,tt0097441,Glory,1989,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,Edward Zwick,Drama,History,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",1990-02-16,122,Their innocence. Their heritage. Their lives. Nothing would be spared in the fight for their freedom.,Kevin Jarre
571,8.0,tt0317705,The Incredibles,2004,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,Brad Bird,Animation,Action,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",2004-11-05,115,Save The Day,Brad Bird
572,7.2,tt0107206,In the Line of Fire,1993,Clint Eastwood,John Malkovich,Rene Russo,Dylan McDermott,Wolfgang Petersen,Action,Drama,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",1993-07-09,128,An assassin on the loose. A president in danger. Only one man stands between them...,Jeff Maguire
573,6.4,tt0252866,American Pie 2,2001,Jason Biggs,Seann William Scott,Shannon Elizabeth,Alyson Hannigan,J.B. Rogers,Comedy,nan,"In this sequel to the hit comedy ""American Pie"", the high school students are now in college. These close friends decide to meet up at the beach house for some fun.",2001-08-10,108,This Summer It's All About Sticking Together.,Adam Herz
574,7.6,tt0829482,Superbad,2007,Michael Cera,Jonah Hill,Christopher Mintz-Plasse,Bill Hader,Greg Mottola,Comedy,nan,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,2007-08-17,113,Come and Get Some,Seth Rogen
575,7.5,tt0068611,Frenzy,1972,Jon Finch,Barry Foster,Barbara Leigh-Hunt,Anna Massey,Alfred Hitchcock,Thriller,nan,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",1972-06-21,116,Just an ordinary necktie used with a deadly new twist. [Australia Theatrical],Arthur La Bern
576,7.9,tt0371746,Iron Man,2008,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,Jon Favreau,Action,Adventure,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-05-02,126,Heroes aren't born. They're built.,Mark Fergus
577,7.5,tt0411272,Mesrine Part 2: Public Enemy #1,2008,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Samuel Le Bihan,Jean-François Richet,Action,Biography,The story of notorious French gangster Jacques Mesrine.,2008-11-19,133,,Abdel Raouf Dafri
578,8.1,tt1431045,Deadpool,2016,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein,Tim Miller,Action,Adventure,A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.,2016-02-12,108,With great power comes great irresponsibility.,Rhett Reese
579,7.6,tt1210166,Moneyball,2011,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman,Bennett Miller,Biography,Drama,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,2011-09-23,133,What are you really worth?,Steven Zaillian
580,7.6,tt1614989,Headhunters,2011,Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau,Julie R. Ølgaard,Morten Tyldum,Crime,Drama,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,2011-08-26,100,The hunt is on.,Ulf Ryberg
581,7.6,tt0120863,The Thin Red Line,1998,Jim Caviezel,Sean Penn,Nick Nolte,Elias Koteas,Terrence Malick,Drama,History,"Terrence Malick's adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",1999-01-15,170,Every man fights his own war.,James Jones
582,7.5,tt0091064,The Fly,1986,Jeff Goldblum,Geena Davis,John Getz,Joy Boushel,David Cronenberg,Drama,Horror,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,1986-08-15,96,Something went wrong in the lab today. Very wrong.,George Langelaan
583,7.0,tt0105793,Wayne's World,1992,Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere,Penelope Spheeris,Comedy,Music,Two slacker friends try to promote their public-access cable show.,1992-02-14,94,You'll laugh.  You'll cry.  You'll hurl.,Mike Myers
584,6.8,tt0210065,Gangster No. 1,2000,Malcolm McDowell,David Thewlis,Paul Bettany,Saffron Burrows,Paul McGuigan,Crime,Drama,"Chronicles the rise and fall of a prominent, and particularly ruthless English gangster.",2000-06-09,103,There can only be ONE.,Johnny Ferguson
585,7.8,tt0067116,The French Connection,1971,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,William Friedkin,Action,Crime,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,1971-10-09,104,The time is just right for an out and out thriller like this.,Ernest Tidyman
586,8.1,tt0075686,Annie Hall,1977,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Woody Allen,Comedy,Romance,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,1977-04-20,93,A nervous romance.,Woody Allen
587,6.6,tt1045772,I Love You Phillip Morris,2009,Jim Carrey,Ewan McGregor,Leslie Mann,Rodrigo Santoro,Glenn Ficarra,Biography,Comedy,"A cop turns con man once he comes out of the closet. Once imprisoned, he meets the second love of his life, whom he'll stop at nothing to be with.",2011-01-07,98,"Based On A True Story... No, Really It Is",John Requa
588,7.4,tt0393109,Brick,2005,Joseph Gordon-Levitt,Lukas Haas,Emilie de Ravin,Meagan Good,Rian Johnson,Action,Crime,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,2006-04-14,110,A detective story.,Rian Johnson
589,7.8,tt0090756,Blue Velvet,1986,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,David Lynch,Drama,Mystery,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",1986-10-23,120,It's a strange world.,David Lynch
590,7.6,tt0333766,Garden State,2004,Zach Braff,Peter Sarsgaard,Natalie Portman,Ian Holm,Zach Braff,Comedy,Drama,A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.,2004-08-20,102,,Zach Braff
591,7.4,tt0070379,Mean Streets,1973,Robert De Niro,Harvey Keitel,David Proval,Amy Robinson,Martin Scorsese,Crime,Drama,"A small-time hood struggles with a moral crisis regarding his friends, family, business, and his conflicting religious beliefs.",1973-10-14,112,You don't make up for your sins in church. You do it in the streets...,Martin Scorsese
592,7.6,tt0986233,Hunger,2008,Stuart Graham,Laine Megaw,Brian Milligan,Liam McMahon,Steve McQueen,Biography,Drama,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,2008-10-02,96,A compelling and unforgettable portrayal of life within the maze prison at the time of 1981 IRA hunger strike.,Enda Walsh
593,7.8,tt0824747,Changeling,2008,Angelina Jolie,Colm Feore,Amy Ryan,Gattlin Griffith,Clint Eastwood,Biography,Crime,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",2008-10-31,141,"To find her son, she did what no one else dared.",J. Michael Straczynski
594,6.8,tt0112346,The American President,1995,Michael Douglas,Annette Bening,Martin Sheen,Michael J. Fox,Rob Reiner,Comedy,Drama,"Comedy-drama about a widowed U.S. president and a lobbyist who fall in love. It's all above-board, but ""politics is perception"" and sparks fly anyway.",1995-11-17,114,Why can't the most powerful man in the world have the one thing he wants most?,Aaron Sorkin
595,8.3,tt0361748,Inglourious Basterds,2009,Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent,Quentin Tarantino,Adventure,Drama,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",2009-08-21,153,Once upon a time in Nazi occupied France...,Quentin Tarantino
596,6.9,tt0089155,Fletch,1985,Chevy Chase,Joe Don Baker,Dana Wheeler-Nicholson,Richard Libertini,Michael Ritchie,Comedy,Crime,"Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job, and finding clues when it's clear the man is healthy.",1985-05-31,98,Meet the only guy who changes his identity more often than his underwear.,Gregory McDonald
597,6.6,tt0298744,Auto Focus,2002,Greg Kinnear,Willem Dafoe,Maria Bello,Rita Wilson,Paul Schrader,Biography,Crime,"A story about ""Hogan's Heroes"" star Bob Crane and his friendship with John Carpenter.",2002-11-01,105,A day without sex is a day wasted.,Robert Graysmith
598,7.5,tt0361596,Fahrenheit 9/11,2004,Michael Moore,George W. Bush,Ben Affleck,Stevie Wonder,Michael Moore,Documentary,Drama,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,2004-06-25,122,The temperature where freedom burns!,Michael Moore
599,7.3,tt0086960,Beverly Hills Cop,1984,Eddie Murphy,Judge Reinhold,John Ashton,Lisa Eilbacher,Martin Brest,Action,Comedy,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,1984-12-05,105,In Detroit a cop learns to take the heat. In L.A. he learns to keep his cool. [Theatrical Australia],Daniel Petrie Jr.
600,7.7,tt0257044,Road to Perdition,2002,Tom Hanks,Tyler Hoechlin,Rob Maxey,Liam Aiken,Sam Mendes,Crime,Drama,Bonds of loyalty are put to the test when a hitman's son witnesses what his father does for a living.,2002-07-12,117,Pray for Michael Sullivan,Max Allan Collins
601,7.6,tt0113627,Leaving Las Vegas,1995,Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Mike Figgis,Drama,Romance,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",1996-02-09,111,,John O'Brien
602,8.4,tt0211915,Amélie,2001,Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,Jean-Pierre Jeunet,Comedy,Romance,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",2002-02-08,122,One person can change your life forever.,Guillaume Laurant
603,7.8,tt0061578,The Dirty Dozen,1967,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,Robert Aldrich,Action,Adventure,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",1967-06-15,150,D-Day Began When The Dirty Dozen Were Done!,Nunnally Johnson
604,7.4,tt0077745,Invasion of the Body Snatchers,1978,Donald Sutherland,Brooke Adams,Jeff Goldblum,Veronica Cartwright,Philip Kaufman,Horror,Sci-Fi,"In San Francisco, a group of people discover the human race is being replaced one by one, with clones devoid of emotion.",1978-12-20,115,Get some sleep,Jack Finney
605,8.8,tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Irvin Kershner,Action,Adventure,"After the rebels have been brutally overpowered by the Empire on their newly established base, Luke Skywalker takes advanced Jedi training with Master Yoda, while his friends are pursued by Darth Vader as part of his plan to capture Luke.",1980-06-20,124,The Adventure Continues...,Leigh Brackett
606,7.6,tt0093409,Lethal Weapon,1987,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,Richard Donner,Action,Crime,"A veteran policeman, Murtaugh, is partnered with a younger, suicidal officer, Riggs. They both have one thing in common: hating working in pairs. Now they must learn to work with one another to stop a gang of drug smugglers.",1987-03-06,117,If these two can learn to stand each other... the bad guys don't stand a chance.,Shane Black
607,6.4,tt0115964,Crash,1996,James Spader,Holly Hunter,Elias Koteas,Deborah Kara Unger,David Cronenberg,Drama,nan,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",1997-03-21,100,The most controversial film you will ever see.,J.G. Ballard
608,7.3,tt0060315,Django,1966,Franco Nero,José Canalejas,José Bódalo,Loredana Nusciak,Sergio Corbucci,Action,Western,A coffin-dragging gunslinger and a half-breed prostitute become embroiled in a bitter feud between a Klan of Southern racists and a band of Mexican Revolutionaries.,1966-12-01,92,The movie that spawned a genre.,Sergio Corbucci
609,8.1,tt0041546,Kind Hearts and Coronets,1949,Dennis Price,Alec Guinness,Valerie Hobson,Joan Greenwood,Robert Hamer,Comedy,Crime,A distant poor relative of the Duke of D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,1950-06-14,106,He chopped down the family tree...,Roy Horniman
610,7.0,tt0463854,28 Weeks Later,2007,Jeremy Renner,Rose Byrne,Robert Carlyle,Harold Perrineau,Juan Carlos Fresnadillo,Drama,Horror,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",2007-05-11,100,It All Begins Again,Rowan Joffe
